conflict_id,dyad_id,year,location_inc,side_a,side_a_2nd,side_a_id,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,bdbest,bdlow,bdhigh,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
218,422,1996,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,25,25,25,2,India,750,,770,,"750, 770",750,3,18.1
218,422,1997,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,55,55,55,2,India,750,,770,,"750, 770",750,3,18.1
218,422,1998,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,25,25,25,2,India,750,,770,,"750, 770",750,3,18.1
218,422,1999,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,886,866,1460,2,India,750,,770,,"750, 770",750,3,18.1
218,422,2000,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,25,25,25,2,India,750,,770,,"750, 770",750,3,18.1
218,422,2001,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,25,25,25,2,India,750,,770,,"750, 770",750,3,18.1
218,422,2002,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,25,25,34,2,"India, Pakistan",750,,770,,"750, 770","750, 770",3,18.1
218,422,2003,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,233,233,272,2,"India, Pakistan",750,,770,,"750, 770","750, 770",3,18.1
218,422,2014,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,43,40,64,2,"India, Pakistan",750,,770,,"750, 770","750, 770",3,18.1
218,422,2015,"India, Pakistan",Government of India,,141,Government of Pakistan,142,,1,Kashmir,29,28,31,2,India,750,,770,,"750, 770",750,3,18.1
220,426,1989,Paraguay,Government of Paraguay,,24,Military faction (forces of Andres Rodriguez),724,,2,,150,17,300,3,Paraguay,150,,,,150,150,5,18.1
221,428,1989,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,1000,809,1355,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,18.1
221,428,1990,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,393,393,428,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,18.1
221,428,1991,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,552,497,672,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,1992,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,1163,1130,1275,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,1994,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,1995,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,110,60,110,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,1997,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,41,41,41,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,1998,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,36,36,36,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,"428, 429",2000,Myanmar (Burma),Government of Myanmar (Burma),,144,"God's Army, KNU","180, 181",,1,Karen,114,112,114,3,"Myanmar (Burma), Myanmar (Burma), Thailand",775,,,,775,"775, 775, 800",3,18.1
221,428,2001,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,36,36,36,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,18.1
221,428,2002,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,110,108,121,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2003,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,38,38,44,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2004,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,27,25,28,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2005,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,42,38,46,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2006,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,104,79,105,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2007,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,104,104,106,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,428,2008,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,33,33,36,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,18.1
221,428,2009,Myanmar (Burma),Government of Myanmar (Burma),,144,KNU,180,,1,Karen,58,58,78,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,"428, 430",2010,Myanmar (Burma),Government of Myanmar (Burma),,144,"DKBA 5, KNU","180, 1107",,1,Karen,121,106,125,3,"Myanmar (Burma), Myanmar (Burma), Thailand",775,,,,775,"775, 775, 800",3,18.1
221,"428, 430",2011,Myanmar (Burma),Government of Myanmar (Burma),,144,"DKBA 5, KNU","180, 1107",,1,Karen,334,318,1467,3,Myanmar (Burma),775,,,,775,775,3,18.1
221,430,2013,Myanmar (Burma),Government of Myanmar (Burma),,144,DKBA 5,1107,,1,Karen,41,41,41,3,Myanmar (Burma),775,,,,775,775,3,18.1
222,434,1992,Myanmar (Burma),Government of Myanmar (Burma),,144,ABSDF,185,,2,,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
222,434,1994,Myanmar (Burma),Government of Myanmar (Burma),,144,ABSDF,185,,2,,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
222,434,1990,Myanmar (Burma),Government of Myanmar (Burma),,144,ABSDF,185,,2,,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
222,434,1991,Myanmar (Burma),Government of Myanmar (Burma),,144,ABSDF,185,,2,,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
223,15069,2016,Myanmar (Burma),Government of Myanmar (Burma),,144,ARSA,6692,,1,Arakan,84,82,133,3,Myanmar (Burma),775,,,,775,775,3,18.1
223,15069,2017,Myanmar (Burma),Government of Myanmar (Burma),,144,ARSA,6692,,1,Arakan,393,393,401,3,Myanmar (Burma),775,,,,775,775,3,18.1
223,442,1994,Myanmar (Burma),Government of Myanmar (Burma),,144,RSO,187,,1,Arakan,109,109,109,3,Myanmar (Burma),775,,,,775,775,3,18.1
223,442,1991,Myanmar (Burma),Government of Myanmar (Burma),,144,RSO,187,,1,Arakan,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
224,446,1996,Myanmar (Burma),Government of Myanmar (Burma),,144,BMA,191,,1,Mon,80,80,80,3,Myanmar (Burma),775,,,,775,775,3,18.1
224,445,1990,Myanmar (Burma),Government of Myanmar (Burma),,144,NMSP,190,,1,Mon,112,112,112,3,Myanmar (Burma),775,,,,775,775,3,18.1
227,451,1991,India,Government of India,,141,PWG,193,,2,,78,78,78,3,India,750,,,,750,750,3,18.1
227,451,1992,India,Government of India,,141,PWG,193,,2,,322,322,502,3,India,750,,,,750,750,3,18.1
227,451,1993,India,Government of India,,141,PWG,193,,2,,182,174,193,3,India,750,,,,750,750,3,18.1
227,451,1994,India,Government of India,,141,PWG,193,,2,,68,68,68,3,India,750,,,,750,750,3,18.1
227,451,1996,India,Government of India,,141,PWG,193,,2,,173,172,173,3,India,750,,,,750,750,3,18.1
227,451,1997,India,Government of India,,141,PWG,193,,2,,84,78,85,3,India,750,,,,750,750,3,18.1
227,451,1998,India,Government of India,,141,PWG,193,,2,,99,99,111,3,India,750,,,,750,750,3,18.1
227,"451, 452",1999,India,Government of India,,141,"MCC, PWG","193, 194",,2,,126,120,130,3,India,750,,,,750,750,3,18.1
227,"451, 452, 11932",2000,India,Government of India,,141,"CPI-ML-J, MCC, PWG","193, 194, 3946",,2,,196,189,201,3,India,750,,,,750,750,3,18.1
227,"451, 452",2001,India,Government of India,,141,"MCC, PWG","193, 194",,2,,173,158,173,3,India,750,,,,750,750,3,18.1
227,"451, 452",2002,India,Government of India,,141,"MCC, PWG","193, 194",,2,,179,178,189,3,India,750,,,,750,750,3,18.1
227,"451, 452",2003,India,Government of India,,141,"MCC, PWG","193, 194",,2,,66,66,66,3,India,750,,,,750,750,3,18.1
227,"451, 452",2004,India,Government of India,,141,"MCC, PWG","193, 194",,2,,97,97,102,3,India,750,,,,750,750,3,18.1
227,453,2005,India,Government of India,,141,CPI-Maoist,195,,2,,199,199,241,3,India,750,,,,750,750,3,18.1
227,453,2006,India,Government of India,,141,CPI-Maoist,195,,2,,545,488,607,3,India,750,,,,750,750,3,18.1
227,453,2007,India,Government of India,,141,CPI-Maoist,195,,2,,375,371,402,3,India,750,,,,750,750,3,18.1
227,453,2008,India,Government of India,,141,CPI-Maoist,195,,2,,384,376,437,3,India,750,,,,750,750,3,18.1
227,453,2009,India,Government of India,,141,CPI-Maoist,195,,2,,522,513,654,3,India,750,,,,750,750,3,18.1
227,453,2010,India,Government of India,,141,CPI-Maoist,195,,2,,570,557,665,3,India,750,,,,750,750,3,18.1
227,453,2011,India,Government of India,,141,CPI-Maoist,195,,2,,293,293,342,3,India,750,,,,750,750,3,18.1
227,453,2012,India,Government of India,,141,CPI-Maoist,195,,2,,241,233,274,3,India,750,,,,750,750,3,18.1
227,453,2013,India,Government of India,,141,CPI-Maoist,195,,2,,210,205,231,3,India,750,,,,750,750,3,18.1
227,453,2014,India,Government of India,,141,CPI-Maoist,195,,2,,195,168,242,3,India,750,,,,750,750,3,18.1
227,453,2015,India,Government of India,,141,CPI-Maoist,195,,2,,140,140,199,3,India,750,,,,750,750,3,18.1
227,453,2016,India,Government of India,,141,CPI-Maoist,195,,2,,264,240,319,3,India,750,,,,750,750,3,18.1
227,453,2017,India,Government of India,,141,CPI-Maoist,195,,2,,241,240,242,3,India,750,,,,750,750,3,18.1
230,14595,2016,Yemen (North Yemen),Government of Yemen (North Yemen),,123,Forces of Hadi,6254,"Government of Bahrain, Government of Egypt, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2557,2555,2603,4,"Saudi Arabia, Yemen (North Yemen)",678,,,"692, 651, 663, 690, 600, 694, 670, 625, 696",678,"670, 678",2,18.1
230,14595,2017,Yemen (North Yemen),Government of Yemen (North Yemen),,123,Forces of Hadi,6254,"Government of Egypt, Government of Jordan, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,2317,2317,2564,4,"Saudi Arabia, Yemen (North Yemen)",678,,,"651, 663, 694, 670, 625, 696",678,"670, 678",2,18.1
230,459,2009,Yemen (North Yemen),Government of Yemen (North Yemen),Government of United States of America,123,AQAP,881,,2,,94,94,103,4,Yemen (North Yemen),678,2,,,678,678,2,18.1
230,459,2010,Yemen (North Yemen),Government of Yemen (North Yemen),Government of United States of America,123,AQAP,881,,2,,175,149,244,4,Yemen (North Yemen),678,2,,,678,678,2,18.1
230,459,2011,Yemen (North Yemen),Government of Yemen (North Yemen),Government of United States of America,123,AQAP,881,,2,,1140,1135,1195,4,Yemen (North Yemen),678,2,,,678,678,2,18.1
230,459,2012,Yemen (North Yemen),Government of Yemen (North Yemen),Government of United States of America,123,AQAP,881,,2,,2330,2328,2415,4,Yemen (North Yemen),678,2,,,678,678,2,18.1
230,459,2013,Yemen (North Yemen),Government of Yemen (North Yemen),Government of United States of America,123,AQAP,881,,2,,582,581,641,4,Yemen (North Yemen),678,2,,,678,678,2,18.1
230,"459, 10855",2014,Yemen (North Yemen),Government of Yemen (North Yemen),", Government of United States of America",123,"AQAP, Ansarallah","881, 1091",,2,,1660,1660,2046,4,Yemen (North Yemen),678,", 2",,,678,678,2,18.1
230,"459, 10855, 14595",2015,Yemen (North Yemen),Government of Yemen (North Yemen),,123,"AQAP, Ansarallah, Forces of Hadi","881, 1091, 6254",", Government of Bahrain, Government of Egypt, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates",2,,6532,6401,7444,4,"Saudi Arabia, Yemen (North Yemen), Yemen (North Yemen)",678,,,", 692, 651, 663, 690, 600, 694, 670, 625, 696",678,"670, 678, 678",2,18.1
231,461,2016,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,32,31,47,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2017,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,28,28,28,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,1989,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,194,194,194,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,1990,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,1991,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,1992,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,25,25,25,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2011,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,209,208,574,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2012,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,702,676,2198,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2013,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,125,117,143,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2014,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,83,83,84,3,Myanmar (Burma),775,,,,775,775,3,18.1
231,461,2015,Myanmar (Burma),Government of Myanmar (Burma),,144,KIO,201,,1,Kachin,140,140,222,3,Myanmar (Burma),775,,,,775,775,3,18.1
233,469,1989,Guatemala,Government of Guatemala,,11,URNG,732,,2,,82,82,300,3,Guatemala,90,,,,90,90,5,18.1
233,469,1990,Guatemala,Government of Guatemala,,11,URNG,732,,2,,83,83,114,3,Guatemala,90,,,,90,90,5,18.1
233,469,1991,Guatemala,Government of Guatemala,,11,URNG,732,,2,,72,72,85,3,Guatemala,90,,,,90,90,5,18.1
233,469,1992,Guatemala,Government of Guatemala,,11,URNG,732,,2,,67,67,95,3,Guatemala,90,,,,90,90,5,18.1
233,469,1993,Guatemala,Government of Guatemala,,11,URNG,732,,2,,58,58,86,3,Guatemala,90,,,,90,90,5,18.1
233,469,1994,Guatemala,Government of Guatemala,,11,URNG,732,,2,,37,37,39,3,Guatemala,90,,,,90,90,5,18.1
233,469,1995,Guatemala,Government of Guatemala,,11,URNG,732,,2,,27,21,27,3,Guatemala,90,,,,90,90,5,18.1
234,"474, 475",1989,Israel,Government of Israel,,121,"PFLP, PFLP-GC","205, 206",,1,Palestine,54,54,63,3,"Israel, Lebanon",666,,,,666,"666, 660",2,18.1
234,476,1990,Israel,Government of Israel,,121,Fatah,207,,1,Palestine,29,26,49,3,"Israel, Lebanon",666,,,,666,"666, 660",2,18.1
234,476,1991,Israel,Government of Israel,,121,Fatah,207,,1,Palestine,28,28,30,3,"Israel, Lebanon",666,,,,666,"666, 660",2,18.1
234,476,1992,Israel,Government of Israel,,121,Fatah,207,,1,Palestine,33,32,36,3,"France, Israel, Lebanon",666,,,,666,"220, 666, 660",2,18.1
234,477,1993,Israel,Government of Israel,,121,Hamas,209,,1,Palestine,47,47,48,3,Israel,666,,,,666,666,2,18.1
234,477,1994,Israel,Government of Israel,,121,Hamas,209,,1,Palestine,44,41,45,3,Israel,666,,,,666,666,2,18.1
234,478,1995,Israel,Government of Israel,,121,PIJ,208,,1,Palestine,34,34,36,3,"Israel, Malta",666,,,,666,"666, 338",2,18.1
234,479,1996,Israel,Government of Israel,,121,PNA,210,,1,Palestine,66,66,66,3,Israel,666,,,,666,666,2,18.1
234,"476, 479",2000,Israel,Government of Israel,,121,"Fatah, PNA","207, 210",,1,Palestine,77,74,79,3,Israel,666,,,,666,666,2,18.1
234,"474, 476, 477, 478, 479",2001,Israel,Government of Israel,,121,"Fatah, Hamas, PFLP, PIJ, PNA","205, 207, 208, 209, 210",,1,Palestine,244,238,261,3,Israel,666,,,,666,666,2,18.1
234,"476, 477, 478, 479, 480",2002,Israel,Government of Israel,,121,"AMB, Fatah, Hamas, PIJ, PNA","207, 208, 209, 210, 211",,1,Palestine,610,598,661,3,Israel,666,,,,666,666,2,18.1
234,"477, 478, 480",2003,Israel,Government of Israel,,121,"AMB, Hamas, PIJ","208, 209, 211",,1,Palestine,309,309,328,3,Israel,666,,,,666,666,2,18.1
234,"477, 478, 480",2004,Israel,Government of Israel,,121,"AMB, Hamas, PIJ","208, 209, 211",,1,Palestine,379,367,428,3,"Israel, Israel, Syria",666,,,,666,"666, 666, 652",2,18.1
234,"476, 477, 478",2005,Israel,Government of Israel,,121,"Fatah, Hamas, PIJ","207, 208, 209",,1,Palestine,120,116,135,3,Israel,666,,,,666,666,2,18.1
234,"476, 477, 478, 481",2006,Israel,Government of Israel,,121,"Fatah, Hamas, PIJ, PRC","207, 208, 209, 212",,1,Palestine,328,321,378,3,"Israel, Israel, Lebanon",666,,,,666,"666, 666, 660",2,18.1
234,"476, 477, 478",2007,Israel,Government of Israel,,121,"Fatah, Hamas, PIJ","207, 208, 209",,1,Palestine,276,275,305,3,Israel,666,,,,666,666,2,18.1
234,"477, 478",2008,Israel,Government of Israel,,121,"Hamas, PIJ","208, 209",,1,Palestine,665,577,712,3,Israel,666,,,,666,666,2,18.1
234,"477, 478",2009,Israel,Government of Israel,,121,"Hamas, PIJ","208, 209",,1,Palestine,679,581,850,3,Israel,666,,,,666,666,2,18.1
234,478,2010,Israel,Government of Israel,,121,PIJ,208,,1,Palestine,27,27,27,3,Israel,666,,,,666,666,2,18.1
234,"477, 478",2011,Israel,Government of Israel,,121,"Hamas, PIJ","208, 209",,1,Palestine,56,56,59,3,Israel,666,,,,666,666,2,18.1
234,"477, 478",2012,Israel,Government of Israel,,121,"Hamas, PIJ","208, 209",,1,Palestine,64,64,85,3,Israel,666,,,,666,666,2,18.1
234,"477, 478",2014,Israel,Government of Israel,,121,"Hamas, PIJ","208, 209",,1,Palestine,1671,1657,1766,3,Israel,666,,,,666,666,2,18.1
251,508,1992,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,47,47,47,3,India,750,,,,750,750,3,18.1
251,508,1993,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,92,92,128,3,India,750,,,,750,750,3,18.1
251,508,1994,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,60,58,69,3,India,750,,,,750,750,3,18.1
251,508,1995,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,95,95,95,3,India,750,,,,750,750,3,18.1
251,508,1996,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,40,40,40,3,India,750,,,,750,750,3,18.1
251,508,1997,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,37,37,37,3,India,750,,,,750,750,3,18.1
251,508,2000,India,Government of India,,141,NSCN-IM,223,,1,Nagaland,30,18,30,3,India,750,,,,750,750,3,18.1
253,511,1992,Myanmar (Burma),Government of Myanmar (Burma),,144,KNPP,225,,1,Karenni,404,402,404,3,Myanmar (Burma),775,,,,775,775,3,18.1
253,511,1996,Myanmar (Burma),Government of Myanmar (Burma),,144,KNPP,225,,1,Karenni,124,124,140,3,Myanmar (Burma),775,,,,775,775,3,18.1
253,511,2005,Myanmar (Burma),Government of Myanmar (Burma),,144,KNPP,225,,1,Karenni,35,35,35,3,"Myanmar (Burma), Thailand",775,,,,775,"775, 800",3,18.1
259,524,2016,Iraq,Government of Iraq,"Government of Australia, Government of Bahrain, Government of Belgium, Government of Canada, Government of Denmark, Government of France, Government of Jordan, Government of Netherlands, Government of Saudi Arabia, Government of United Arab Emirates, Government of United Kingdom, Government of United States of America",116,IS,234,,2,,12105,11877,12554,4,"Belgium, Iraq, Libya, Syria",645,"900, 692, 211, 20, 390, 220, 663, 210, 670, 696, 200, 2",,,645,"211, 645, 620, 652",2,18.1
259,524,2017,Iraq,Government of Iraq,"Government of Australia, Government of Belgium, Government of France, Government of Jordan, Government of Saudi Arabia, Government of United Kingdom, Government of United States of America",116,IS,234,,2,,13817,13138,17129,4,"Afghanistan, France, Iraq, Pakistan, Syria, Yemen (North Yemen)",645,"900, 211, 220, 663, 670, 200, 2",,,645,"700, 220, 645, 770, 652, 678",2,18.1
259,521,1991,Iraq,Government of Iraq,,116,SCIRI,231,,2,,237,237,237,3,Iraq,645,,,,645,645,2,18.1
259,521,1992,Iraq,Government of Iraq,,116,SCIRI,231,,2,,280,280,741,3,Iraq,645,,,,645,645,2,18.1
259,521,1993,Iraq,Government of Iraq,,116,SCIRI,231,,2,,75,75,203,3,Iraq,645,,,,645,645,2,18.1
259,521,1994,Iraq,Government of Iraq,,116,SCIRI,231,,2,,25,25,36,3,Iraq,645,,,,645,645,2,18.1
259,521,1995,Iraq,Government of Iraq,,116,SCIRI,231,,2,,325,325,650,3,Iraq,645,,,,645,645,2,18.1
259,521,1996,Iraq,Government of Iraq,,116,SCIRI,231,,2,,42,42,66,3,Iraq,645,,,,645,645,2,18.1
259,"523, 524, 13891",2004,Iraq,Government of Iraq,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Macedonia, FYR, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America",116,"Ansar al-Islam, IS, al-Mahdi Army","233, 234, 5659",,2,,4094,4081,6142,4,Iraq,645,"339, 900, 373, 355, 316, 390, 42, 92, 366, 372, 91, 325, 705, 367, 368, 343, 359, 712, 210, 93, 385, 840, 290, 235, 360, 317, 732, 230, 972, 369, 200, 2",,,645,645,2,18.1
